event,operation,values,maximum_abs,minimum_nonzero_abs,output_cipher,input_a,input_b
607,mulPlain,0,0,0,372,371,0
608,encode,248,0.11805346154635595,0.11805346154635595,0,0,0
609,encode,248,19.534116744999999,19.534116744999999,0,0,0
610,encrypt,0,0,0,373,0,0
611,mulPlain,0,0,0,374,373,0
612,add,0,0,0,375,372,374
613,add,0,0,0,376,368,370
614,add,0,0,0,377,376,375
615,sub,0,0,0,378,377,11
616,encode,248,13429.794459364255,849.29834622304213,0,0,0
617,subPlain,0,0,0,379,378,0
618,mulPlain,0,0,0,380,379,0
619,encode,248,13429.794459364255,849.29834622304213,0,0,0
620,subPlain,0,0,0,381,378,0
621,mulPlain,0,0,0,382,381,0
622,encode,248,0.22196942306878023,0.22196942306878023,0,0,0
623,encode,248,20.920156478999999,20.920156478999999,0,0,0
624,encrypt,0,0,0,383,0,0
625,mulPlain,0,0,0,384,383,0
626,encode,248,0.22645365385468116,0.22645365385468116,0,0,0
627,encode,248,22.318164825,22.318164825,0,0,0
628,encrypt,0,0,0,385,0,0
629,mulPlain,0,0,0,386,385,0
630,encode,248,0.27303057691263649,0.27303057691263649,0,0,0
631,encode,248,21.076868056999999,21.076868056999999,0,0,0
632,encrypt,0,0,0,387,0,0
633,mulPlain,0,0,0,388,387,0
634,encode,248,0.27854634616390211,0.27854634616390211,0,0,0
635,encode,248,23.253133773999998,23.253133773999998,0,0,0
636,encrypt,0,0,0,389,0,0
637,mulPlain,0,0,0,390,389,0
638,add,0,0,0,391,388,390
639,add,0,0,0,392,384,386
640,add,0,0,0,393,392,391
641,sub,0,0,0,394,393,11
642,encode,248,13930.966908168875,1.8189894035458563e-12,0,0,0
643,subPlain,0,0,0,395,394,0
644,mulPlain,0,0,0,396,395,0
645,encode,248,13930.966908168875,1.8189894035458563e-12,0,0,0
646,subPlain,0,0,0,397,394,0
647,mulPlain,0,0,0,398,397,0
648,encode,248,0.064654615379520761,0.064654615379520761,0,0,0
649,encode,248,35.196598053000002,35.196598053000002,0,0,0
650,encrypt,0,0,0,399,0,0
651,mulPlain,0,0,0,400,399,0
652,encode,248,0.065960769230475239,0.065960769230475239,0,0,0
653,encode,248,36.190116881999998,36.190116881999998,0,0,0
654,encrypt,0,0,0,401,0,0
655,mulPlain,0,0,0,402,401,0
656,encode,248,0.43034538460189597,0.43034538460189597,0,0,0
657,encode,248,33.889392852999997,33.889392852999997,0,0,0
658,encrypt,0,0,0,403,0,0
659,mulPlain,0,0,0,404,403,0
660,encode,248,0.43903923078810803,0.43903923078810803,0,0,0
661,encode,248,35.404201508,35.404201508,0,0,0
662,encrypt,0,0,0,405,0,0
663,mulPlain,0,0,0,406,405,0
664,add,0,0,0,407,404,406
665,add,0,0,0,408,400,402
666,add,0,0,0,409,408,407
667,sub,0,0,0,410,409,11
668,encode,248,14464.705859115113,1.8189894035458563e-12,0,0,0
669,subPlain,0,0,0,411,410,0
670,mulPlain,0,0,0,412,411,0
671,encode,248,14464.705859115113,1.8189894035458563e-12,0,0,0
672,subPlain,0,0,0,413,410,0
673,mulPlain,0,0,0,414,413,0
674,encode,248,0.40233980767817779,0.40233980767817779,0,0,0
675,encode,248,106.642456055,106.642456055,0,0,0
676,encrypt,0,0,0,415,0,0
677,mulPlain,0,0,0,416,415,0
678,encode,248,0.41046788463148365,0.41046788463148365,0,0,0
679,encode,248,103.96962738000001,103.96962738000001,0,0,0
680,encrypt,0,0,0,417,0,0
681,mulPlain,0,0,0,418,417,0
682,encode,248,0.09266019230323895,0.09266019230323895,0,0,0
683,encode,248,106.86608123800001,106.86608123800001,0,0,0
684,encrypt,0,0,0,419,0,0
685,mulPlain,0,0,0,420,419,0
686,encode,248,0.094532115387099616,0.094532115387099616,0,0,0
687,encode,248,104.63591003400001,104.63591003400001,0,0,0
688,encrypt,0,0,0,421,0,0
689,mulPlain,0,0,0,422,421,0
690,add,0,0,0,423,420,422
691,add,0,0,0,424,416,418
692,add,0,0,0,425,424,423
693,sub,0,0,0,426,425,11
694,encode,248,15027.541681973111,849.29834622304213,0,0,0
695,subPlain,0,0,0,427,426,0
696,mulPlain,0,0,0,428,427,0
697,encode,248,15027.541681973111,849.29834622304213,0,0,0
698,subPlain,0,0,0,429,426,0
699,mulPlain,0,0,0,430,429,0
700,encode,248,0.24502499998891833,0.24502499998891833,0,0,0
701,encode,248,221.65757751500001,221.65757751500001,0,0,0
702,encrypt,0,0,0,431,0,0
703,mulPlain,0,0,0,432,431,0
704,encode,248,0.24997500000727771,0.24997500000727771,0,0,0
705,encode,248,215.71498107900001,215.71498107900001,0,0,0
706,encrypt,0,0,0,433,0,0
707,mulPlain,0,0,0,434,433,0
708,encode,248,0.24997499999249842,0.24997499999249842,0,0,0
709,encode,248,219.33071899399999,219.33071899399999,0,0,0
710,encrypt,0,0,0,435,0,0
711,mulPlain,0,0,0,436,435,0
712,encode,248,0.25502500001130557,0.25502500001130557,0,0,0
713,encode,248,213.17083740199999,213.17083740199999,0,0,0
714,encrypt,0,0,0,437,0,0
715,mulPlain,0,0,0,438,437,0
716,add,0,0,0,439,436,438
717,add,0,0,0,440,432,434
718,add,0,0,0,441,440,439
719,sub,0,0,0,442,441,11
720,encode,248,15616.328609332504,849.29834622304213,0,0,0
721,subPlain,0,0,0,443,442,0
722,mulPlain,0,0,0,444,443,0
723,encode,248,15616.328609332504,849.29834622304213,0,0,0
724,subPlain,0,0,0,445,442,0
725,mulPlain,0,0,0,446,445,0
726,encode,248,0.40233980767879485,0.40233980767879485,0,0,0
727,encode,248,150.75994872999999,150.75994872999999,0,0,0
728,encrypt,0,0,0,447,0,0
729,mulPlain,0,0,0,448,447,0
730,encode,248,0.092660192317401205,0.092660192317401205,0,0,0
731,encode,248,161.10340881299999,161.10340881299999,0,0,0
732,encrypt,0,0,0,449,0,0
733,mulPlain,0,0,0,450,449,0
734,encode,248,0.410467884607845,0.410467884607845,0,0,0
735,encode,248,156.086227417,156.086227417,0,0,0
736,encrypt,0,0,0,451,0,0
737,mulPlain,0,0,0,452,451,0
738,encode,248,0.094532115395958946,0.094532115395958946,0,0,0
739,encode,248,163.78512573200001,163.78512573200001,0,0,0
740,encrypt,0,0,0,453,0,0
741,mulPlain,0,0,0,454,453,0
742,add,0,0,0,455,452,454
743,add,0,0,0,456,448,450
744,add,0,0,0,457,456,455
745,sub,0,0,0,458,457,11
746,encode,248,15027.875006541246,849.29834622304031,0,0,0
747,subPlain,0,0,0,459,458,0
748,mulPlain,0,0,0,460,459,0
749,encode,248,15027.875006541246,849.29834622304031,0,0,0
750,subPlain,0,0,0,461,458,0
751,mulPlain,0,0,0,462,461,0
752,encode,248,0.064654615372503443,0.064654615372503443,0,0,0
753,encode,248,59.913867949999997,59.913867949999997,0,0,0
754,encrypt,0,0,0,463,0,0
755,mulPlain,0,0,0,464,463,0
756,encode,248,0.4303453846236926,0.4303453846236926,0,0,0
757,encode,248,59.176147460999999,59.176147460999999,0,0,0
758,encrypt,0,0,0,465,0,0
759,mulPlain,0,0,0,466,465,0
760,encode,248,0.065960769219416349,0.065960769219416349,0,0,0
761,encode,248,52.734683990000001,52.734683990000001,0,0,0
762,encrypt,0,0,0,467,0,0
763,mulPlain,0,0,0,468,467,0
764,encode,248,0.43903923078438761,0.43903923078438761,0,0,0
765,encode,248,55.004493713000002,55.004493713000002,0,0,0
766,encrypt,0,0,0,469,0,0
767,mulPlain,0,0,0,470,469,0
768,add,0,0,0,471,468,470
769,add,0,0,0,472,464,466
770,add,0,0,0,473,472,471
771,sub,0,0,0,474,473,11
772,encode,248,14465.370736748906,1.8189894035458563e-12,0,0,0
773,subPlain,0,0,0,475,474,0
774,mulPlain,0,0,0,476,475,0
775,encode,248,14465.370736748906,1.8189894035458563e-12,0,0,0
776,subPlain,0,0,0,477,474,0
777,mulPlain,0,0,0,478,477,0
778,encode,248,0.22196942306246437,0.22196942306246437,0,0,0
779,encode,248,25.167324065999999,25.167324065999999,0,0,0
780,encrypt,0,0,0,479,0,0
781,mulPlain,0,0,0,480,479,0
782,encode,248,0.27303057693373167,0.27303057693373167,0,0,0
783,encode,248,24.394844055,24.394844055,0,0,0
784,encrypt,0,0,0,481,0,0
785,mulPlain,0,0,0,482,481,0
786,encode,248,0.22645365383484906,0.22645365383484906,0,0,0
787,encode,248,26.702795029000001,26.702795029000001,0,0,0
788,encrypt,0,0,0,483,0,0
789,mulPlain,0,0,0,484,483,0
790,encode,248,0.27854634616895491,0.27854634616895491,0,0,0
791,encode,248,29.409835815000001,29.409835815000001,0,0,0
792,encrypt,0,0,0,485,0,0
793,mulPlain,0,0,0,486,485,0
794,add,0,0,0,487,484,486
795,add,0,0,0,488,480,482
796,add,0,0,0,489,488,487
797,sub,0,0,0,490,489,11
798,encode,248,13931.95927544832,1.8189894035458563e-12,0,0,0
799,subPlain,0,0,0,491,490,0
800,mulPlain,0,0,0,492,491,0
801,encode,248,13931.95927544832,1.8189894035458563e-12,0,0,0
802,subPlain,0,0,0,493,490,0
803,mulPlain,0,0,0,494,493,0
804,encode,248,0.37928423075234086,0.37928423075234086,0,0,0
805,encode,248,16.634288787999999,16.634288787999999,0,0,0
806,encrypt,0,0,0,495,0,0
807,mulPlain,0,0,0,496,495,0
808,encode,248,0.11571576924385517,0.11571576924385517,0,0,0
809,encode,248,17.255420685000001,17.255420685000001,0,0,0
810,encrypt,0,0,0,497,0,0
811,mulPlain,0,0,0,498,497,0
812,encode,248,0.38694653845019567,0.38694653845019567,0,0,0
813,encode,248,15.577106476000001,15.577106476000001,0,0,0
814,encrypt,0,0,0,499,0,0
815,mulPlain,0,0,0,500,499,0
816,encode,248,0.11805346155360831,0.11805346155360831,0,0,0
817,encode,248,16.189781189000001,16.189781189000001,0,0,0
818,encrypt,0,0,0,501,0,0
819,mulPlain,0,0,0,502,501,0
820,add,0,0,0,503,500,502
821,add,0,0,0,504,496,498
822,add,0,0,0,505,504,503
823,sub,0,0,0,506,505,11
824,encode,248,13431.10730043148,9.0949470177292814e-13,0,0,0
825,subPlain,0,0,0,507,506,0
826,mulPlain,0,0,0,508,507,0
827,encode,248,13431.10730043148,9.0949470177292814e-13,0,0,0
828,subPlain,0,0,0,509,506,0
829,mulPlain,0,0,0,510,509,0
830,encode,248,0.041599038446021336,0.041599038446021336,0,0,0
831,encode,248,6.4398670200000003,6.4398670200000003,0,0,0
832,encrypt,0,0,0,511,0,0
833,mulPlain,0,0,0,512,511,0
834,encode,248,0.45340096155017473,0.45340096155017473,0,0,0
835,encode,248,6.5239558219999996,6.5239558219999996,0,0,0
836,encrypt,0,0,0,513,0,0
837,mulPlain,0,0,0,514,513,0
838,encode,248,0.042439423061738285,0.042439423061738285,0,0,0
839,encode,248,7.4067521100000002,7.4067521100000002,0,0,0
840,encrypt,0,0,0,515,0,0
841,mulPlain,0,0,0,516,515,0
842,encode,248,0.46256057694206565,0.46256057694206565,0,0,0
843,encode,248,7.2500715260000002,7.2500715260000002,0,0,0
844,encrypt,0,0,0,517,0,0
845,mulPlain,0,0,0,518,517,0
846,add,0,0,0,519,516,518
847,add,0,0,0,520,512,514
848,add,0,0,0,521,520,519
849,sub,0,0,0,522,521,11
850,encode,248,12966.588323088365,9.0949470177292814e-13,0,0,0
851,subPlain,0,0,0,523,522,0
852,mulPlain,0,0,0,524,523,0
853,encode,248,12966.588323088365,9.0949470177292814e-13,0,0,0
854,subPlain,0,0,0,525,522,0
855,mulPlain,0,0,0,526,525,0
856,encode,248,0.19891384613598226,0.19891384613598226,0,0,0
857,encode,248,49.296531676999997,49.296531676999997,0,0,0
858,encrypt,0,0,0,527,0,0
859,mulPlain,0,0,0,528,527,0
860,encode,248,0.29608615386021381,0.29608615386021381,0,0,0
861,encode,248,54.416786193999997,54.416786193999997,0,0,0
862,encrypt,0,0,0,529,0,0
863,mulPlain,0,0,0,530,529,0
864,encode,248,0.20293230767717099,0.20293230767717099,0,0,0
865,encode,248,55.325710297000001,55.325710297000001,0,0,0
866,encrypt,0,0,0,531,0,0
867,mulPlain,0,0,0,532,531,0
868,encode,248,0.30206769232663294,0.30206769232663294,0,0,0
869,encode,248,59.059074402,59.059074402,0,0,0
870,encrypt,0,0,0,533,0,0
871,mulPlain,0,0,0,534,533,0
872,add,0,0,0,535,532,534
873,add,0,0,0,536,528,530
874,add,0,0,0,537,536,535
875,sub,0,0,0,538,537,11
876,encode,248,12542.439855426599,849.29834622304122,0,0,0
877,subPlain,0,0,0,539,538,0
878,mulPlain,0,0,0,540,539,0
879,encode,248,12542.439855426599,849.29834622304122,0,0,0
880,subPlain,0,0,0,541,538,0
881,mulPlain,0,0,0,542,541,0
882,encode,248,0.3562286538495224,0.3562286538495224,0,0,0
883,encode,248,130.12071227999999,130.12071227999999,0,0,0
884,encrypt,0,0,0,543,0,0
885,mulPlain,0,0,0,544,543,0
886,encode,248,0.13877134614667366,0.13877134614667366,0,0,0
887,encode,248,141.163574219,141.163574219,0,0,0
888,encrypt,0,0,0,545,0,0
889,mulPlain,0,0,0,546,545,0
890,encode,248,0.36342519231665926,0.36342519231665926,0,0,0
891,encode,248,124.85204315199999,124.85204315199999,0,0,0
892,encrypt,0,0,0,547,0,0
893,mulPlain,0,0,0,548,547,0
894,encode,248,0.14157480768714467,0.14157480768714467,0,0,0
895,encode,248,135.490432739,135.490432739,0,0,0
896,encrypt,0,0,0,549,0,0
897,mulPlain,0,0,0,550,549,0
898,add,0,0,0,551,548,550
899,add,0,0,0,552,544,546
900,add,0,0,0,553,552,551
901,sub,0,0,0,554,553,11
902,encode,248,12542.439855426599,849.29834622304122,0,0,0
903,subPlain,0,0,0,555,554,0
904,mulPlain,0,0,0,556,555,0
905,encode,248,12542.439855426599,849.29834622304122,0,0,0
906,subPlain,0,0,0,557,554,0
907,mulPlain,0,0,0,558,557,0
908,encode,248,0.018543461543230996,0.018543461543230996,0,0,0
909,encode,248,16.259222031,16.259222031,0,0,0
910,encrypt,0,0,0,559,0,0
911,mulPlain,0,0,0,560,559,0
912,encode,248,0.47645653845296504,0.47645653845296504,0,0,0
913,encode,248,17.466362,17.466362,0,0,0
914,encrypt,0,0,0,561,0,0
915,mulPlain,0,0,0,562,561,0
916,encode,248,0.018918076928230613,0.018918076928230613,0,0,0
917,encode,248,15.031211853,15.031211853,0,0,0
918,encrypt,0,0,0,563,0,0
919,mulPlain,0,0,0,564,563,0
920,encode,248,0.48608192307557335,0.48608192307557335,0,0,0
921,encode,248,16.062519073000001,16.062519073000001,0,0,0
922,encrypt,0,0,0,565,0,0
923,mulPlain,0,0,0,566,565,0
924,add,0,0,0,567,564,566
925,add,0,0,0,568,560,562
926,add,0,0,0,569,568,567
927,sub,0,0,0,570,569,11
928,encode,248,12966.588323088365,9.0949470177292814e-13,0,0,0
929,subPlain,0,0,0,571,570,0
930,mulPlain,0,0,0,572,571,0
931,encode,248,12966.588323088365,9.0949470177292814e-13,0,0,0
932,subPlain,0,0,0,573,570,0
933,mulPlain,0,0,0,574,573,0
934,encode,248,0.17585826923312156,0.17585826923312156,0,0,0
935,encode,248,0,inf,0,0,0
936,encrypt,0,0,0,575,0,0
937,mulPlain,0,0,0,576,575,0
938,encode,248,0.31914173076307445,0.31914173076307445,0,0,0
939,encode,248,0,inf,0,0,0
940,encrypt,0,0,0,577,0,0
941,mulPlain,0,0,0,578,577,0
942,encode,248,0.17941096154359157,0.17941096154359157,0,0,0
943,encode,248,0,inf,0,0,0
944,encrypt,0,0,0,579,0,0
945,mulPlain,0,0,0,580,579,0
946,encode,248,0.32558903846021242,0.32558903846021242,0,0,0
947,encode,248,0,inf,0,0,0
948,encrypt,0,0,0,581,0,0
949,mulPlain,0,0,0,582,581,0
950,add,0,0,0,583,580,582
951,add,0,0,0,584,576,578
952,add,0,0,0,585,584,583
953,sub,0,0,0,586,585,11
954,encode,248,13431.10730043148,849.29834622304122,0,0,0
955,subPlain,0,0,0,587,586,0
956,mulPlain,0,0,0,588,587,0
957,encode,248,13431.10730043148,849.29834622304122,0,0,0
958,subPlain,0,0,0,589,586,0
959,mulPlain,0,0,0,590,589,0
960,encode,248,0.33317307692304027,0.33317307692304027,0,0,0
961,encode,248,31.432821273999998,31.432821273999998,0,0,0
962,encrypt,0,0,0,591,0,0
963,mulPlain,0,0,0,592,591,0
964,encode,248,0.16182692307315577,0.16182692307315577,0,0,0
965,encode,248,32.977874755999999,32.977874755999999,0,0,0
966,encrypt,0,0,0,593,0,0
967,mulPlain,0,0,0,594,593,0
968,encode,248,0.33990384615898123,0.33990384615898123,0,0,0
969,encode,248,35.146739959999998,35.146739959999998,0,0,0
970,encrypt,0,0,0,595,0,0
971,mulPlain,0,0,0,596,595,0
972,encode,248,0.16509615384482274,0.16509615384482274,0,0,0
973,encode,248,31.546787261999999,31.546787261999999,0,0,0
974,encrypt,0,0,0,597,0,0
975,mulPlain,0,0,0,598,597,0
976,add,0,0,0,599,596,598
977,add,0,0,0,600,592,594
978,add,0,0,0,601,600,599
979,sub,0,0,0,602,601,11
980,encode,248,13931.959275448322,9.0949470177292814e-13,0,0,0
981,subPlain,0,0,0,603,602,0
982,mulPlain,0,0,0,604,603,0
983,encode,248,13931.959275448322,9.0949470177292814e-13,0,0,0
984,subPlain,0,0,0,605,602,0
985,mulPlain,0,0,0,606,605,0
986,encode,248,0.490487884612959,0.490487884612959,0,0,0
987,encode,248,137.96525573700001,137.96525573700001,0,0,0
988,encrypt,0,0,0,607,0,0
989,mulPlain,0,0,0,608,607,0
990,encode,248,0.0045121153832370451,0.0045121153832370451,0,0,0
991,encode,248,141.57176208499999,141.57176208499999,0,0,0
992,encrypt,0,0,0,609,0,0
993,mulPlain,0,0,0,610,609,0
994,encode,248,0.50039673077437086,0.50039673077437086,0,0,0
995,encode,248,125.108505249,125.108505249,0,0,0
996,encrypt,0,0,0,611,0,0
997,mulPlain,0,0,0,612,611,0
998,encode,248,0.0046032692294330959,0.0046032692294330959,0,0,0
999,encode,248,133.251419067,133.251419067,0,0,0
1000,encrypt,0,0,0,613,0,0
1001,mulPlain,0,0,0,614,613,0
1002,add,0,0,0,615,612,614
1003,add,0,0,0,616,608,610
1004,add,0,0,0,617,616,615
1005,sub,0,0,0,618,617,11
1006,encode,248,14465.370736748906,4.5474735088646407e-13,0,0,0
1007,subPlain,0,0,0,619,618,0
1008,mulPlain,0,0,0,620,619,0
1009,encode,248,14465.370736748906,4.5474735088646407e-13,0,0,0
1010,subPlain,0,0,0,621,618,0
1011,mulPlain,0,0,0,622,621,0
1012,encode,248,0.15280269230665353,0.15280269230665353,0,0,0
1013,encode,248,320.00653076200001,320.00653076200001,0,0,0
1014,encrypt,0,0,0,623,0,0
1015,mulPlain,0,0,0,624,623,0
1016,encode,248,0.34219730768954248,0.34219730768954248,0,0,0
1017,encode,248,299.62951660200002,299.62951660200002,0,0,0
1018,encrypt,0,0,0,625,0,0
1019,mulPlain,0,0,0,626,625,0
1020,encode,248,0.15588961538592785,0.15588961538592785,0,0,0
1021,encode,248,323.03137206999997,323.03137206999997,0,0,0
1022,encrypt,0,0,0,627,0,0
1023,mulPlain,0,0,0,628,627,0
1024,encode,248,0.34911038461787613,0.34911038461787613,0,0,0
1025,encode,248,300.85076904300001,300.85076904300001,0,0,0
1026,encrypt,0,0,0,629,0,0
1027,mulPlain,0,0,0,630,629,0
1028,add,0,0,0,631,628,630
1029,add,0,0,0,632,624,626
1030,add,0,0,0,633,632,631
1031,sub,0,0,0,634,633,11
1032,encode,248,15027.875006541246,2.2737367544323203e-13,0,0,0
1033,subPlain,0,0,0,635,634,0
1034,mulPlain,0,0,0,636,635,0
1035,encode,248,15027.875006541246,2.2737367544323203e-13,0,0,0
1036,subPlain,0,0,0,637,634,0
1037,mulPlain,0,0,0,638,637,0
1038,encode,248,0.31011749999656518,0.31011749999656518,0,0,0
1039,encode,248,515.46368408199999,515.46368408199999,0,0,0
1040,encrypt,0,0,0,639,0,0
1041,mulPlain,0,0,0,640,639,0
1042,encode,248,0.18488249999963083,0.18488249999963083,0,0,0
1043,encode,248,514.26171875,514.26171875,0,0,0
1044,encrypt,0,0,0,641,0,0
1045,mulPlain,0,0,0,642,641,0
1046,encode,248,0.31638250000131035,0.31638250000131035,0,0,0
1047,encode,248,500.684417725,500.684417725,0,0,0
1048,encrypt,0,0,0,643,0,0
1049,mulPlain,0,0,0,644,643,0
1050,encode,248,0.18861750000249364,0.18861750000249364,0,0,0
1051,encode,248,498.98287963899998,498.98287963899998,0,0,0
1052,encrypt,0,0,0,645,0,0
1053,mulPlain,0,0,0,646,645,0
1054,add,0,0,0,647,644,646
1055,add,0,0,0,648,640,642
1056,add,0,0,0,649,648,647
1057,sub,0,0,0,650,649,11
1058,encode,248,15616.328609332504,849.2983462230419,0,0,0
1059,subPlain,0,0,0,651,650,0
1060,mulPlain,0,0,0,652,651,0
1061,encode,248,15616.328609332504,849.2983462230419,0,0,0
1062,subPlain,0,0,0,653,650,0
1063,mulPlain,0,0,0,654,653,0
1064,encode,248,0.50922401923027616,0.50922401923027616,0,0,0
1065,encode,248,400.88238525399998,400.88238525399998,0,0,0
1066,encrypt,0,0,0,655,0,0
1067,mulPlain,0,0,0,656,655,0
1068,encode,248,0.30358367307938533,0.30358367307938533,0,0,0
1069,encode,248,390.33059692400002,390.33059692400002,0,0,0
1070,encrypt,0,0,0,657,0,0
1071,mulPlain,0,0,0,658,657,0
1072,encode,248,0.11727598076759943,0.11727598076759943,0,0,0
1073,encode,248,408.30044555699999,408.30044555699999,0,0,0
1074,encrypt,0,0,0,659,0,0
1075,mulPlain,0,0,0,660,659,0
1076,encode,248,0.069916326922739136,0.069916326922739136,0,0,0
1077,encode,248,403.727294922,403.727294922,0,0,0
1078,encrypt,0,0,0,661,0,0
1079,mulPlain,0,0,0,662,661,0
1080,add,0,0,0,663,660,662
1081,add,0,0,0,664,656,658
1082,add,0,0,0,665,664,663
1083,sub,0,0,0,666,665,11
1084,encode,248,15027.541681973111,849.2983462230419,0,0,0
1085,subPlain,0,0,0,667,666,0
1086,mulPlain,0,0,0,668,667,0
1087,encode,248,15027.541681973111,849.2983462230419,0,0,0
1088,subPlain,0,0,0,669,666,0
1089,mulPlain,0,0,0,670,669,0
1090,encode,248,0.081830538457885002,0.081830538457885002,0,0,0
1091,encode,248,211.112091064,211.112091064,0,0,0
1092,encrypt,0,0,0,671,0,0
1093,mulPlain,0,0,0,672,671,0
1094,encode,248,0.04878484615211099,0.04878484615211099,0,0,0
1095,encode,248,207.390823364,207.390823364,0,0,0
1096,encrypt,0,0,0,673,0,0
1097,mulPlain,0,0,0,674,673,0
1098,encode,248,0.54466946153999052,0.54466946153999052,0,0,0
1099,encode,248,215.241729736,215.241729736,0,0,0
1100,encrypt,0,0,0,675,0,0
1101,mulPlain,0,0,0,676,675,0
1102,encode,248,0.32471515385001348,0.32471515385001348,0,0,0
1103,encode,248,210.238845825,210.238845825,0,0,0
1104,encrypt,0,0,0,677,0,0
1105,mulPlain,0,0,0,678,677,0
1106,add,0,0,0,679,676,678
1107,add,0,0,0,680,672,674
1108,add,0,0,0,681,680,679
1109,sub,0,0,0,682,681,11
1110,encode,248,14464.705859115113,1.8189894035458563e-12,0,0,0
1111,subPlain,0,0,0,683,682,0
1112,mulPlain,0,0,0,684,683,0
1113,encode,248,14464.705859115113,1.8189894035458563e-12,0,0,0
1114,subPlain,0,0,0,685,682,0
1115,mulPlain,0,0,0,686,685,0
1116,encode,248,0.28093705769159588,0.28093705769159588,0,0,0
1117,encode,248,77.906944275000001,77.906944275000001,0,0,0
1118,encrypt,0,0,0,687,0,0
1119,mulPlain,0,0,0,688,687,0
1120,encode,248,0.16748601923186549,0.16748601923186549,0,0,0
1121,encode,248,69.782890320000007,69.782890320000007,0,0,0
1122,encrypt,0,0,0,689,0,0
1123,mulPlain,0,0,0,690,689,0
1124,encode,248,0.34556294230627965,0.34556294230627965,0,0,0
1125,encode,248,76.085578917999996,76.085578917999996,0,0,0
1126,encrypt,0,0,0,691,0,0
1127,mulPlain,0,0,0,692,691,0
1128,encode,248,0.20601398077025898,0.20601398077025898,0,0,0
1129,encode,248,68.554100036999998,68.554100036999998,0,0,0
1130,encrypt,0,0,0,693,0,0
1131,mulPlain,0,0,0,694,693,0
1132,add,0,0,0,695,692,694
1133,add,0,0,0,696,688,690
1134,add,0,0,0,697,696,695
1135,sub,0,0,0,698,697,11
1136,encode,248,13930.966908168873,849.2983462230419,0,0,0
1137,subPlain,0,0,0,699,698,0
1138,mulPlain,0,0,0,700,699,0
1139,encode,248,13930.966908168873,849.2983462230419,0,0,0
1140,subPlain,0,0,0,701,698,0
1141,mulPlain,0,0,0,702,701,0
1142,encode,248,0.48004357691704475,0.48004357691704475,0,0,0
1143,encode,248,174.01756286599999,174.01756286599999,0,0,0
1144,encrypt,0,0,0,703,0,0
1145,mulPlain,0,0,0,704,703,0
1146,encode,248,0.28618719230669437,0.28618719230669437,0,0,0
1147,encode,248,173.07012939500001,173.07012939500001,0,0,0
1148,encrypt,0,0,0,705,0,0
1149,mulPlain,0,0,0,706,705,0
1150,encode,248,0.14645642308083082,0.14645642308083082,0,0,0
1151,encode,248,181.432739258,181.432739258,0,0,0
1152,encrypt,0,0,0,707,0,0
1153,mulPlain,0,0,0,708,707,0
1154,encode,248,0.087312807695430081,0.087312807695430081,0,0,0
1155,encode,248,182.56033325199999,182.56033325199999,0,0,0
1156,encrypt,0,0,0,709,0,0
1157,mulPlain,0,0,0,710,709,0
1158,add,0,0,0,711,708,710
1159,add,0,0,0,712,704,706
1160,add,0,0,0,713,712,711
1161,sub,0,0,0,714,713,11
1162,encode,248,13429.794459364255,849.2983462230419,0,0,0
1163,subPlain,0,0,0,715,714,0
1164,mulPlain,0,0,0,716,715,0
1165,encode,248,13429.794459364255,849.2983462230419,0,0,0
1166,subPlain,0,0,0,717,714,0
1167,mulPlain,0,0,0,718,717,0
1168,encode,248,0.052650096152951312,0.052650096152951312,0,0,0
1169,encode,248,42.576351166000002,42.576351166000002,0,0,0
1170,encrypt,0,0,0,719,0,0
1171,mulPlain,0,0,0,720,719,0
1172,encode,248,0.031388365384366887,0.031388365384366887,0,0,0
1173,encode,248,48.568668365000001,48.568668365000001,0,0,0
1174,encrypt,0,0,0,721,0,0
1175,mulPlain,0,0,0,722,721,0
1176,encode,248,0.57384990384492418,0.57384990384492418,0,0,0
1177,encode,248,47.572803497000002,47.572803497000002,0,0,0
1178,encrypt,0,0,0,723,0,0
1179,mulPlain,0,0,0,724,723,0
1180,encode,248,0.34211163461775757,0.34211163461775757,0,0,0
1181,encode,248,52.970592498999999,52.970592498999999,0,0,0
1182,encrypt,0,0,0,725,0,0
1183,mulPlain,0,0,0,726,725,0
1184,add,0,0,0,727,724,726
1185,add,0,0,0,728,720,722
1186,add,0,0,0,729,728,727
1187,sub,0,0,0,730,729,11
1188,encode,248,12964.965725505905,9.0949470177292814e-13,0,0,0
1189,subPlain,0,0,0,731,730,0
1190,mulPlain,0,0,0,732,731,0
1191,encode,248,12964.965725505905,9.0949470177292814e-13,0,0,0
1192,subPlain,0,0,0,733,730,0
1193,mulPlain,0,0,0,734,733,0
1194,encode,248,0.251756615386591,0.251756615386591,0,0,0
1195,encode,248,60.065879821999999,60.065879821999999,0,0,0
1196,encrypt,0,0,0,735,0,0
1197,mulPlain,0,0,0,736,735,0
1198,encode,248,0.15008953846407891,0.15008953846407891,0,0,0
1199,encode,248,68.840797424000002,68.840797424000002,0,0,0
1200,encrypt,0,0,0,737,0,0
1201,mulPlain,0,0,0,738,737,0
1202,encode,248,0.37474338461128454,0.37474338461128454,0,0,0
1203,encode,248,52.359928130999997,52.359928130999997,0,0,0
1204,encrypt,0,0,0,739,0,0
1205,mulPlain,0,0,0,740,739,0
